specie	record_number	process	QDB_process	type	element	ionic_state	initial_state_conf	initial_state	final_state	reaction_formula	x_unit	y_unit	reference_number	author	title_of_record	journal_name	volume_and_issue_No	page_number	date_of_publication	DOI
C3F8	rowB201213559	Electron Impact Partial Ionization	EIN	R	C3F8	0		C3F8	CF3 + C2F5 + e(2)	e + C3F8 -> CF3 + C2F5 + e(2)	eV	1E-16 cm^2	2012000709	Loucas G. Christophorou  James K. Olthoff	Fundamental Electron Interactions with Plasma Processing Gases	BK		1/-	2004	
C3F8	rowB201213560	Electron Impact Partial Ionization	EIN	R	C3F8	0		C3F8	C2F4 + CF4 + e(2)	e + C3F8 -> C2F4 + CF4 + e(2)	eV	1E-16 cm^2	2012000709	Loucas G. Christophorou  James K. Olthoff	Fundamental Electron Interactions with Plasma Processing Gases	BK		1/-	2004	
C3F8	rowB201213561	Electron Impact Partial Ionization	EIN	R	C3F8	0		C3F8	C2F5 + CF3 + e(2)	e + C3F8 -> C2F5 + CF3 + e(2)	eV	1E-16 cm^2	2012000709	Loucas G. Christophorou  James K. Olthoff	Fundamental Electron Interactions with Plasma Processing Gases	BK		1/-	2004	
C3F8	rowB201213562	Electron Impact Partial Ionization	EIN	R	C3F8	0		C3F8	C3F7 + F + e(2)	e + C3F8 -> C3F7 + F + e(2)	eV	1E-16 cm^2	2012000709	Loucas G. Christophorou  James K. Olthoff	Fundamental Electron Interactions with Plasma Processing Gases	BK		1/-	2004	
C3F8	rowB201101130	Electron Impact Total Dissociation	EDS	R	C3F8	0		C3F8		e + C3F8	eV	1E-16 cm^2	2011000252	Loucas G. Christophorou  James K. Olthoff	Fundamental Electron Interactions with Plasma Processing Gases	Kluwer Academic		-/-	2004	
C3F8	rowB201213568	Electron Impact Total Dissociation	EDS	R	C3F8	0		C3F8		e + C3F8	eV	1E-16 cm^2	2012000709	Loucas G. Christophorou  James K. Olthoff	Fundamental Electron Interactions with Plasma Processing Gases	BK		1/-	2004	
C3F8	rowB201216607	Electron Impact Total Dissociation	EDS	R	C3F8	0		C3F8		e + C3F8	eV	1E-16 cm^2	2011000297	L. G. Christophorou and J. K. Olthoff	Electron Interactions With C3F8	J. Phys. Chem. Ref. Data	27	889/913	1998	10.1063/1.556024
C3F8	rowB201101132	Electron Impact Total Attachment	EDA	R	C3F8	0		C3F8		e + C3F8	eV	1E-16 cm^2	2011000252	Loucas G. Christophorou  James K. Olthoff	Fundamental Electron Interactions with Plasma Processing Gases	Kluwer Academic		-/-	2004	
C3F8	rowB201213569	Electron Impact Total Attachment	EDA	R	C3F8	0		C3F8		e + C3F8	eV	1E-16 cm^2	2012000709	Loucas G. Christophorou  James K. Olthoff	Fundamental Electron Interactions with Plasma Processing Gases	BK		1/-	2004	
C3F8	rowB201213696	Electron Impact Total Attachment	EDA	R	C3F8	0		C3F8		e + C3F8	eV	1E-16 cm^2	2012000709	Loucas G. Christophorou  James K. Olthoff	Fundamental Electron Interactions with Plasma Processing Gases	BK		1/-	2004	
C3F8	rowB201216608	Electron Impact Total Attachment	EDA	R	C3F8	0		C3F8		e + C3F8	eV	1E-16 cm^2	2011000297	L. G. Christophorou and J. K. Olthoff	Electron Interactions With C3F8	J. Phys. Chem. Ref. Data	27	889/913	1998	10.1063/1.556024
C3F8	rowB201216609	Electron Impact Total Attachment	EDA	R	C3F8	0		C3F8		e + C3F8	eV	1E-16 cm^2	2011000297	L. G. Christophorou and J. K. Olthoff	Electron Interactions With C3F8	J. Phys. Chem. Ref. Data	27	889/913	1998	10.1063/1.556024
C3F8	rowB201213570	Electron Impact Dissociative Attachment	EDA	R	C3F8	0		C3F8		e + C3F8	eV	1E-16 cm^2	2012000709	Loucas G. Christophorou  James K. Olthoff	Fundamental Electron Interactions with Plasma Processing Gases	BK		1/-	2004	
C3F8	rowB201216610	Electron Impact Dissociative Attachment	EDA	R	C3F8	0		C3F8		e + C3F8	eV	1E-16 cm^2	2011000297	L. G. Christophorou and J. K. Olthoff	Electron Interactions With C3F8	J. Phys. Chem. Ref. Data	27	889/913	1998	10.1063/1.556024
O3	rowB201213074	Electron Impact Total Scattering	ETS	R	O3	0		O3		e + O3	eV	1E-16 cm^2	2011000255	G. P. Karwasz  R. S. Brusa  A. Zecca	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-1/6-51	2003	
O3	rowB201212656	Electron Impact Total Ionization	ETI	R	O3	0		O3		e + O3	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
O3	rowB201212859	Electron Impact Partial Ionization	EIN	R	O3	0		O3	O3+ + e(2)	e + O3 -> O3+ + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
O3	rowB201212860	Electron Impact Partial Ionization	EIN	R	O3	0		O3	O22+ + O + e(3)	e + O3 -> O22+ + O + e(3)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
O3	rowB201212861	Electron Impact Partial Ionization	EIN	R	O3	0		O3	O+ + O2 + e(2)	e + O3 -> O+ + O2 + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
O3	rowB201216122	Electron Impact Partial Ionization	EIN	R	O3	0		O3	O3+ + e(2)	e + O3 -> O3+ + e(2)	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
O3	rowB201216123	Electron Impact Partial Ionization	EIN	R	O3	0		O3	O2+ + O + e(2)	e + O3 -> O2+ + O + e(2)	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
O3	rowB201216124	Electron Impact Partial Ionization	EIN	R	O3	0		O3	O+ + O2 + e(2)	e + O3 -> O+ + O2 + e(2)	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
O3	rowB201212958	Electron Impact Total Attachment	EDA	R	O3	0		O3		e + O3	eV	1E-16 cm^2	2011000254	Y. Itikawa	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-78/5-114	2003	
O3	rowB201216127	Electron Impact Total Attachment	EDA	R	O3	0		O3		e + O3	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
O3	rowB201213024	Electron Impact Dissociative Attachment	EDA	R	O3	0		O3	O- + O2	e + O3 -> O- + O2	eV	1E-16 cm^2	2011000254	Y. Itikawa	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-78/5-114	2003	
O3	rowB201213026	Electron Impact Dissociative Attachment	EDA	R	O3	0		O3	O + O2-	e + O3 -> O + O2-	eV	1E-16 cm^2	2011000254	Y. Itikawa	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-78/5-114	2003	
O3	rowB201216125	Electron Impact Dissociative Attachment	EDA	R	O3	0		O3	O- + O2	e + O3 -> O- + O2	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
O3	rowB201216126	Electron Impact Dissociative Attachment	EDA	R	O3	0		O3	O + O2-	e + O3 -> O + O2-	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
Si2H6	rowB201213098	Electron Impact Elastic Scattering	EEL	R	Si2H6	0		Si2H6		e + Si2H6	eV	1E-16 cm^2	2011000256	S. J. Buckman  M. Brunger  M. T. Elford	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-52/6-84	2003	
Si2H6	rowB201215912	Electron Impact Elastic Scattering	EEL	R	Si2H6	0		Si2H6		e + Si2H6	eV	1E-16 cm^2	2012000954	M. Hoshino  H. Kato  C. Makochekanwa  S.J. Buckman  M. J. Brunger  H. Cho  M. Kimura  D. Kato  I. Murakami  T. Kato  H. Tanaka	Elastic Differential Cross Sections for Electron Collisions with Polyatomic Molecules	Natl. Inst. Fusion. Sci	101	1/-	2008	
Si2H6	rowB201213131	Electron Impact Momentum Transfer  Scattering	EMT	R	Si2H6	0		Si2H6		e + Si2H6	eV	1E-16 cm^2	2011000257	M. T. Elford  S. J. Buckman  M. Brunger	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-85/6-117	2003	
Si2H6	rowB201215913	Electron Impact Momentum Transfer  Scattering	EMT	R	Si2H6	0		Si2H6		e + Si2H6	eV	1E-16 cm^2	2012000954	M. Hoshino  H. Kato  C. Makochekanwa  S.J. Buckman  M. J. Brunger  H. Cho  M. Kimura  D. Kato  I. Murakami  T. Kato  H. Tanaka	Elastic Differential Cross Sections for Electron Collisions with Polyatomic Molecules	Natl. Inst. Fusion. Sci	101	1/-	2008	
Si2H6	rowB201212651	Electron Impact Total Ionization	ETI	R	Si2H6	0		Si2H6		e + Si2H6	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
Si2H6	rowB201212811	Electron Impact Partial Ionization	EIN	R	Si2H6	0		Si2H6	Si2H6+ + e(2)	e + Si2H6 -> Si2H6+ + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
Si2H6	rowB201212812	Electron Impact Partial Ionization	EIN	R	Si2H6	0		Si2H6	Si2H5+ + H + e(2)	e + Si2H6 -> Si2H5+ + H + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
Si2H6	rowB201212813	Electron Impact Partial Ionization	EIN	R	Si2H6	0		Si2H6	Si2H4+ + H2 + e(2)	e + Si2H6 -> Si2H4+ + H2 + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
Si2H6	rowB201212814	Electron Impact Partial Ionization	EIN	R	Si2H6	0		Si2H6	Si2H3+ + H2 + H + e(2)	e + Si2H6 -> Si2H3+ + H2 + H + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
Si2H6	rowB201212815	Electron Impact Partial Ionization	EIN	R	Si2H6	0		Si2H6	Si2H2+ + 2H2 + e(2)	e + Si2H6 -> Si2H2+ + 2H2 + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
Si2H6	rowB201212816	Electron Impact Partial Ionization	EIN	R	Si2H6	0		Si2H6	Si2H+ + 2H2 + H + e(2)	e + Si2H6 -> Si2H+ + 2H2 + H + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
Si2H6	rowB201212817	Electron Impact Partial Ionization	EIN	R	Si2H6	0		Si2H6	Si2+ + 3H2 + e(2)	e + Si2H6 -> Si2+ + 3H2 + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
Si2H6	rowB201212836	Electron Impact Partial Ionization	EIN	R	Si2H6	0		Si2H6	SiH3+ + SiH3 + e(2)	e + Si2H6 -> SiH3+ + SiH3 + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
Si2H6	rowB201212837	Electron Impact Partial Ionization	EIN	R	Si2H6	0		Si2H6	SiH2+ + SiH4 + e(2)	e + Si2H6 -> SiH2+ + SiH4 + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
Si2H6	rowB201212838	Electron Impact Partial Ionization	EIN	R	Si2H6	0		Si2H6	SiH+ + SiH5 + e(2)	e + Si2H6 -> SiH+ + SiH5 + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
Si2H6	rowB201212839	Electron Impact Partial Ionization	EIN	R	Si2H6	0		Si2H6	Si+ + SiH6 + e(2)	e + Si2H6 -> Si+ + SiH6 + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
Xe	rowB201100833	Electron Impact Total Scattering	ETS	R	Xe	0		Xe		e + Xe	eV	1E-16 cm^2	2011000117	F. J. de Heer  R. H. J. Jansen and W. van der Kaay	Total cross sections for electron scattering by Ne, Ar, Kr and Xe	J. Phys. B	12	979/1002	1979	10.1088/00223700/12/6/016
Xe	rowB201100834	Electron Impact Total Scattering	ETS	R	Xe	0		Xe		e + Xe	eV	1E-16 cm^2	2011000230	Makoto Hayashi	Determination of electron-xenon total excitation cross-sections, from threshold to 100 eV, from experimental values of Townsend's α	J. Phys. D	16	581/589	1983	10.1088/00223727/16/4/018
Xe	rowB201100835	Electron Impact Total Scattering	ETS	R	Xe	0		Xe		e + Xe	eV	1E-16 cm^2	2011000118	S. J. Buckman  J. W. Cooper  M. T. Elford  M. Inokuti  Y. Itikawa  H. Tawara	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17	1/174	2000	
Xe	rowB201200064	Electron Impact Total Scattering	ETS	R	Xe	0		Xe		e + Xe	eV	1E-16 cm^2	2011000118	S. J. Buckman  J. W. Cooper  M. T. Elford  M. Inokuti  Y. Itikawa  H. Tawara	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17	1/174	2000	
Xe	rowB201100844	Electron Impact Elastic Scattering	EEL	R	Xe	0		Xe		e + Xe	eV	1E-16 cm^2	2011000117	F. J. de Heer  R. H. J. Jansen and W. van der Kaay	Total cross sections for electron scattering by Ne, Ar, Kr and Xe	J. Phys. B	12	979/1002	1979	10.1088/00223700/12/6/016
Xe	rowB201100845	Electron Impact Elastic Scattering	EEL	R	Xe	0		Xe		e + Xe	eV	1E-16 cm^2	2011000230	Makoto Hayashi	Determination of electron-xenon total excitation cross-sections, from threshold to 100 eV, from experimental values of Townsend's α	J. Phys. D	16	581/589	1983	10.1088/00223727/16/4/018
Xe	rowB201100849	Electron Impact Elastic Scattering	EEL	R	Xe	0		Xe		e + Xe	eV	1E-16 cm^2	2011000118	S. J. Buckman  J. W. Cooper  M. T. Elford  M. Inokuti  Y. Itikawa  H. Tawara	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17	1/174	2000	
Xe	rowB201200061	Electron Impact Elastic Scattering	EEL	R	Xe	0		Xe		e + Xe	eV	1E-16 cm^2	2011000118	S. J. Buckman  J. W. Cooper  M. T. Elford  M. Inokuti  Y. Itikawa  H. Tawara	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17	1/174	2000	
Xe	rowB201100852	Electron Impact Momentum Transfer  Scattering	EMT	R	Xe	0		Xe		e + Xe	eV	1E-16 cm^2	2011000230	Makoto Hayashi	Determination of electron-xenon total excitation cross-sections, from threshold to 100 eV, from experimental values of Townsend's α	J. Phys. D	16	581/589	1983	10.1088/00223727/16/4/018
Xe	rowB201100858	Electron Impact Momentum Transfer  Scattering	EMT	R	Xe	0		Xe		e + Xe	eV	1E-16 cm^2	2011000118	S. J. Buckman  J. W. Cooper  M. T. Elford  M. Inokuti  Y. Itikawa  H. Tawara	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17	1/174	2000	
Xe	rowB201200120	Electron Impact Momentum Transfer  Scattering	EMT	R	Xe	0		Xe		e + Xe	eV	1E-16 cm^2	2011000118	S. J. Buckman  J. W. Cooper  M. T. Elford  M. Inokuti  Y. Itikawa  H. Tawara	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17	1/174	2000	
Xe	rowB201100864	Electron Impact Total Ionization	ETI	R	Xe	0		Xe		e + Xe	eV	1E-16 cm^2	2011000230	Makoto Hayashi	Determination of electron-xenon total excitation cross-sections, from threshold to 100 eV, from experimental values of Townsend's α	J. Phys. D	16	581/589	1983	10.1088/00223727/16/4/018
Xe	rowB201200063	Electron Impact Total Ionization	ETI	R	Xe	0		Xe		e + Xe	eV	1E-16 cm^2	2011000118	S. J. Buckman  J. W. Cooper  M. T. Elford  M. Inokuti  Y. Itikawa  H. Tawara	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17	1/174	2000	
Xe 	rowB201100874	Electron Impact Partial Ionization	EIN	R	Xe	0		Xe 	 Xe+	e + Xe -> Xe+	eV	1E-16 cm^2	2011000118	S. J. Buckman  J. W. Cooper  M. T. Elford  M. Inokuti  Y. Itikawa  H. Tawara	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17	1/174	2000	
Xe 	rowB201200230	Electron Impact Partial Ionization	EIN	R	Xe	0		Xe 	Xe+ + e(2)	e + Xe -> Xe+ + e(2)	eV	1E-16 cm^2	2011000118	S. J. Buckman  J. W. Cooper  M. T. Elford  M. Inokuti  Y. Itikawa  H. Tawara	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17	1/174	2000	
Xe+	rowB201201752	Electron Impact Partial Ionization	EIN	R	Xe	1		Xe+ 	Xe2+ + e(2)	e + Xe+ -> Xe2+ + e(2)	eV	1E-16 cm^2	2012000068	Y. Hahn  A.K. Pradhan  H. Tawara  H.L. Zhang	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Börnstein	17	1/231	2001	
Xe	rowB201201964	Electron Impact Partial Ionization	EIN	R	Xe	0	1s22s22p63s23p63d104s24p64d105s25p6	Xe(1s22s22p63s23p63d104s24p64d105s25p6)	Xe+(1s12s22p63s23p63d104s24p64d105s25p6) + e(2)	e + Xe(1s22s22p63s23p63d104s24p64d105s25p6) -> Xe+(1s12s22p63s23p63d104s24p64d105s25p6) + e(2)	eV	1E-16 cm^2	2012000073	MANTIAN LIU  ZHU AN  CHANGHUAN TANG  ZHENGMING LUO  XIUFENG PENG  XIANGUAN LONG	EXPERIMENTAL ELECTRON-IMPACT K-SHELL IONIZATION CROSS SECTIONS	ADNDT	76	213/234	2000	10.1006/adnd.2000.0843
Xe	rowB201200062	Electron Impact Total Excitation	EEX	R	Xe	0		Xe		e + Xe	eV	1E-16 cm^2	2011000118	S. J. Buckman  J. W. Cooper  M. T. Elford  M. Inokuti  Y. Itikawa  H. Tawara	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17	1/174	2000	
Xe50+	rowB201206113	Electron Impact Electronic Excitation	EEX	R	Xe	1	1s22s2,1S0	Xe50+(1s22s2,1S0)	Xe50+(1s22s12p1,3P0) + e	e + Xe50+(1s22s2,1S0) -> Xe50+(1s22s12p1,3P0) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
Xe50+	rowB201206156	Electron Impact Electronic Excitation	EEX	R	Xe	1	1s22s2,1S0	Xe50+(1s22s2,1S0)	Xe50+(1s22s12p1,3P1) + e	e + Xe50+(1s22s2,1S0) -> Xe50+(1s22s12p1,3P1) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
Xe50+	rowB201206174	Electron Impact Electronic Excitation	EEX	R	Xe	1	1s22s2,1S0	Xe50+(1s22s2,1S0)	Xe50+(1s22s12p1,3P2) + e	e + Xe50+(1s22s2,1S0) -> Xe50+(1s22s12p1,3P2) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
Xe50+	rowB201206190	Electron Impact Electronic Excitation	EEX	R	Xe	1	1s22s2,1S0	Xe50+(1s22s2,1S0)	Xe50+(1s22s12p1) + e	e + Xe50+(1s22s2,1S0) -> Xe50+(1s22s12p1) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
Xe50+	rowB201206215	Electron Impact Electronic Excitation	EEX	R	Xe	1	1s22s12p1,3p1	Xe50+(1s22s12p1,3p1)	Xe50+(1s22p2,3P0) + e	e + Xe50+(1s22s12p1,3p1) -> Xe50+(1s22p2,3P0) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
Xe50+	rowB201206225	Electron Impact Electronic Excitation	EEX	R	Xe	1	1s22s12p1,1P1	Xe50+(1s22s12p1,1P1)	Xe50+(1s22p2,1D2) + e	e + Xe50+(1s22s12p1,1P1) -> Xe50+(1s22p2,1D2) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
Xe50+	rowB201206240	Electron Impact Electronic Excitation	EEX	R	Xe	1	1s22s12p1,3p0	Xe50+(1s22s12p1,3p0)	Xe50+(1s22p2,3P1) + e	e + Xe50+(1s22s12p1,3p0) -> Xe50+(1s22p2,3P1) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
Xe50+	rowB201206254	Electron Impact Electronic Excitation	EEX	R	Xe	1	1s22s12p1,1P1	Xe50+(1s22s12p1,1P1)	Xe50+(1s22p2,1S0) + e	e + Xe50+(1s22s12p1,1P1) -> Xe50+(1s22p2,1S0) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
Xe50+	rowB201206265	Electron Impact Electronic Excitation	EEX	R	Xe	1	1s22s12p1,3p1	Xe50+(1s22s12p1,3p1)	Xe50+(1s22p2,3P1) + e	e + Xe50+(1s22s12p1,3p1) -> Xe50+(1s22p2,3P1) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
Xe50+	rowB201206287	Electron Impact Electronic Excitation	EEX	R	Xe	1	1s22s12p1,3P0	Xe50+(1s22s12p1,3P0)	Xe50+(1s22p2,1D2) + e	e + Xe50+(1s22s12p1,3P0) -> Xe50+(1s22p2,1D2) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
Xe50+	rowB201206290	Electron Impact Electronic Excitation	EEX	R	Xe	1	1s22s12p1,3p2	Xe50+(1s22s12p1,3p2)	Xe50+(1s22p2,3P1) + e	e + Xe50+(1s22s12p1,3p2) -> Xe50+(1s22p2,3P1) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
Xe50+	rowB201206311	Electron Impact Electronic Excitation	EEX	R	Xe	1	1s22s12p1,3P2	Xe50+(1s22s12p1,3P2)	Xe50+(1s22p2,1D2 ) + e	e + Xe50+(1s22s12p1,3P2) -> Xe50+(1s22p2,1D2 ) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
Xe50+	rowB201206321	Electron Impact Electronic Excitation	EEX	R	Xe	1	1s22s12p1,3p1	Xe50+(1s22s12p1,3p1)	Xe50+(1s22p2,3P2) + e	e + Xe50+(1s22s12p1,3p1) -> Xe50+(1s22p2,3P2) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
