specie	record_number	process	QDB_process	type	element	ionic_state	initial_state_conf	initial_state	final_state	reaction_formula	x_unit	y_unit	reference_number	author	title_of_record	journal_name	volume_and_issue_No	page_number	date_of_publication	DOI
S12+	rowB201206277	Electron Impact Electronic Excitation	EEX	R	S	1	1s22s12p1,3p2	S12+(1s22s12p1,3p2)	S12+(1s22p2,3P1) + e	e + S12+(1s22s12p1,3p2) -> S12+(1s22p2,3P1) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
S12+	rowB201206296	Electron Impact Electronic Excitation	EEX	R	S	1	1s22s12p1,3p1	S12+(1s22s12p1,3p1)	S12+(1s22p2,3P2) + e	e + S12+(1s22s12p1,3p1) -> S12+(1s22p2,3P2) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
S12+	rowB201206303	Electron Impact Electronic Excitation	EEX	R	S	1	1s22s12p1,3P2	S12+(1s22s12p1,3P2)	S12+(1s22p2,1D2) + e	e + S12+(1s22s12p1,3P2) -> S12+(1s22p2,1D2) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
S12+	rowB201206317	Electron Impact Electronic Excitation	EEX	R	S	1	1s22s12p1,3P2	S12+(1s22s12p1,3P2)	S12+(1s22p2,1S0) + e	e + S12+(1s22s12p1,3P2) -> S12+(1s22p2,1S0) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
S12+	rowB201206327	Electron Impact Electronic Excitation	EEX	R	S	1	1s22s12p1,3p2	S12+(1s22s12p1,3p2)	S12+(1s22p2,3P2) + e	e + S12+(1s22s12p1,3p2) -> S12+(1s22p2,3P2) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
S12+	rowB201206352	Electron Impact Electronic Excitation	EEX	R	S	1	1s22s12p1,3P1	S12+(1s22s12p1,3P1)	S12+(1s22p2,1D2) + e	e + S12+(1s22s12p1,3P1) -> S12+(1s22p2,1D2) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
S12+	rowB201206365	Electron Impact Electronic Excitation	EEX	R	S	1	1s22s12p1,3p0	S12+(1s22s12p1,3p0)	S12+(1s22p2,3P0) + e	e + S12+(1s22s12p1,3p0) -> S12+(1s22p2,3P0) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
S12+	rowB201206376	Electron Impact Electronic Excitation	EEX	R	S	1	1s22s12p1,3P0	S12+(1s22s12p1,3P0)	S12+(1s22p2,1S0) + e	e + S12+(1s22s12p1,3P0) -> S12+(1s22p2,1S0) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
S12+	rowB201206390	Electron Impact Electronic Excitation	EEX	R	S	1	1s22s12p1,3P1	S12+(1s22s12p1,3P1)	S12+(1s22p2,1S0) + e	e + S12+(1s22s12p1,3P1) -> S12+(1s22p2,1S0) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
S12+	rowB201206400	Electron Impact Electronic Excitation	EEX	R	S	1	1s22s12p1,1p1	S12+(1s22s12p1,1p1)	S12+(1s22p2,3P0) + e	e + S12+(1s22s12p1,1p1) -> S12+(1s22p2,3P0) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
S12+	rowB201206420	Electron Impact Electronic Excitation	EEX	R	S	1	1s22s12p1,3p0	S12+(1s22s12p1,3p0)	S12+(1s22p2,3P2) + e	e + S12+(1s22s12p1,3p0) -> S12+(1s22p2,3P2) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
S12+	rowB201206509	Electron Impact Electronic Excitation	EEX	R	S	1	1s22s12p1,1p1	S12+(1s22s12p1,1p1)	S12+(1s22p2,3P1) + e	e + S12+(1s22s12p1,1p1) -> S12+(1s22p2,3P1) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
S12+	rowB201206534	Electron Impact Electronic Excitation	EEX	R	S	1	1s22s12p1,3p2	S12+(1s22s12p1,3p2)	S12+(1s22p2,3P0) + e	e + S12+(1s22s12p1,3p2) -> S12+(1s22p2,3P0) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
S12+	rowB201206547	Electron Impact Electronic Excitation	EEX	R	S	1	1s22s12p1,1p1	S12+(1s22s12p1,1p1)	S12+(1s22p2,3P2) + e	e + S12+(1s22s12p1,1p1) -> S12+(1s22p2,3P2) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
S12+	rowB201206560	Electron Impact Electronic Excitation	EEX	R	S	1	1s22s12p1,1p1	S12+(1s22s12p1,1p1)	S12+(1s22p2,1D2) + e	e + S12+(1s22s12p1,1p1) -> S12+(1s22p2,1D2) + e	eV	1E-16 cm^2	2012000444	U. I. Safronova  A. S. Shlyaptseva	Cross Sections and rate coefficients for excitation of Δn=0 transitions in Be-like ions with 6≤Z≤54	ADNDT	60	1/-	1995	10.1006/adnd.1995.1003
N2O	rowB201213037	Electron Impact Total Scattering	ETS	R	N2O	0		N2O		e + N2O	eV	1E-16 cm^2	2011000255	G. P. Karwasz  R. S. Brusa  A. Zecca	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-1/6-51	2003	
N2O	rowB201213095	Electron Impact Elastic Scattering	EEL	R	N2O	0		N2O		e + N2O	eV	1E-16 cm^2	2011000256	S. J. Buckman  M. Brunger  M. T. Elford	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-52/6-84	2003	
N2O	rowB201215918	Electron Impact Elastic Scattering	EEL	R	N2O	0		N2O		e + N2O	eV	1E-16 cm^2	2012000954	M. Hoshino  H. Kato  C. Makochekanwa  S.J. Buckman  M. J. Brunger  H. Cho  M. Kimura  D. Kato  I. Murakami  T. Kato  H. Tanaka	Elastic Differential Cross Sections for Electron Collisions with Polyatomic Molecules	Natl. Inst. Fusion. Sci	101	1/-	2008	
N2O	rowB201213126	Electron Impact Momentum Transfer  Scattering	EMT	R	N2O	0		N2O		e + N2O	eV	1E-16 cm^2	2011000257	M. T. Elford  S. J. Buckman  M. Brunger	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-85/6-117	2003	
N2O	rowB201212654	Electron Impact Total Ionization	ETI	R	N2O	0		N2O		e + N2O	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
N2O	rowB201216041	Electron Impact Total Ionization	ETI	R	N2O	0		N2O		e + N2O	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
N2O	rowB201212849	Electron Impact Partial Ionization	EIN	R	N2O	0		N2O	N2O+ + e(2)	e + N2O -> N2O+ + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
N2O	rowB201212850	Electron Impact Partial Ionization	EIN	R	N2O	0		N2O	N2+ + O + e(2)	e + N2O -> N2+ + O + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
N2O	rowB201212851	Electron Impact Partial Ionization	EIN	R	N2O	0		N2O	NO+ + N + e(2)	e + N2O -> NO+ + N + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
N2O	rowB201212852	Electron Impact Partial Ionization	EIN	R	N2O	0		N2O	N+ + NO + e(2)	e + N2O -> N+ + NO + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
N2O	rowB201212853	Electron Impact Partial Ionization	EIN	R	N2O	0		N2O	O+ + N2 + e(2)	e + N2O -> O+ + N2 + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
N2O	rowB201216036	Electron Impact Partial Ionization	EIN	R	N2O	0		N2O	N2O+ + e(2)	e + N2O -> N2O+ + e(2)	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
N2O	rowB201216037	Electron Impact Partial Ionization	EIN	R	N2O	0		N2O	N2O+ + e(2)	e + N2O -> N2O+ + e(2)	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
N2O	rowB201216038	Electron Impact Partial Ionization	EIN	R	N2O	0		N2O	NO+ + N + e(2)	e + N2O -> NO+ + N + e(2)	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
N2O	rowB201216039	Electron Impact Partial Ionization	EIN	R	N2O	0		N2O	NO + N+ + e(2)	e + N2O -> NO + N+ + e(2)	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
N2O	rowB201216040	Electron Impact Partial Ionization	EIN	R	N2O	0		N2O	O+ + N2 + e(2)	e + N2O -> O+ + N2 + e(2)	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
N2O	rowB201213294	Electron Impact Electronic Excitation	EEX	R	N2O	0		N2O	N2O(21Σ+) + e	e + N2O -> N2O(21Σ+) + e	eV	1E-16 cm^2	2011000258	M. BRUNGER  S. J. BUCKMAN  M. T. ELFORD	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-118/6-201	2003	
N2O	rowB201213295	Electron Impact Electronic Excitation	EEX	R	N2O	0		N2O	N2O(1Π) + e	e + N2O -> N2O(1Π) + e	eV	1E-16 cm^2	2011000258	M. BRUNGER  S. J. BUCKMAN  M. T. ELFORD	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-118/6-201	2003	
N2O	rowB201213288	Electron Impact Vibrational Excitation	EVX	R	N2O	0	0	N2O(000)	N2O(010) + e	e + N2O(000) -> N2O(010) + e	eV	1E-16 cm^2	2011000258	M. BRUNGER  S. J. BUCKMAN  M. T. ELFORD	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-118/6-201	2003	
N2O	rowB201213289	Electron Impact Vibrational Excitation	EVX	R	N2O	0	0	N2O(000)	N2O(100) + e	e + N2O(000) -> N2O(100) + e	eV	1E-16 cm^2	2011000258	M. BRUNGER  S. J. BUCKMAN  M. T. ELFORD	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-118/6-201	2003	
N2O	rowB201213290	Electron Impact Vibrational Excitation	EVX	R	N2O	0	0	N2O(000)	N2O(001) + e	e + N2O(000) -> N2O(001) + e	eV	1E-16 cm^2	2011000258	M. BRUNGER  S. J. BUCKMAN  M. T. ELFORD	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-118/6-201	2003	
N2O	rowB201216042	Electron Impact Neutral Product Dissociation Dissociation	EDS	R	N2O	0		N2O	O + N2 + e	e + N2O -> O + N2 + e	eV	1E-16 cm^2	2012000951	J.W. McConkey  C.P. Malone  P.V. Johnson  C. Winstead  V. McKoy  I. Kanik	Electron impact dissociation of oxygen-containing molecules–A critical review	Phys. Rep.	466	1/103	2008	
N2O	rowB201213011	Electron Impact Dissociative Attachment	EDA	R	N2O	0		N2O	O- + N2	e + N2O -> O- + N2	eV	1E-16 cm^2	2011000254	Y. Itikawa	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-78/5-114	2003	
C3F8	rowB201101084	Electron Impact Total Scattering	ETS	R	C3F8	0		C3F8		e + C3F8	eV	1E-16 cm^2	2011000126	L. G. Christophorou  J. K. Olthoff	Electron interaction with Cl2	J. Phys. Chem. Ref. Data	28	131/169	1999	10.1063/1.556036
C3F8	rowB201101085	Electron Impact Total Scattering	ETS	R	C3F8	0		C3F8		e + C3F8	eV	1E-16 cm^2	2011000252	Loucas G. Christophorou  James K. Olthoff	Fundamental Electron Interactions with Plasma Processing Gases	Kluwer Academic		-/-	2004	
C3F8	rowB201200096	Electron Impact Total Scattering	ETS	R	C3F8	0		C3F8		e + C3F8	eV	1E-16 cm^2	2011000255	G. P. Karwasz  R. S. Brusa  A. Zecca	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-1/6-51	2003	
C3F8	rowB201213058	Electron Impact Total Scattering	ETS	R	C3F8	0		C3F8		e + C3F8	eV	1E-16 cm^2	2011000255	G. P. Karwasz  R. S. Brusa  A. Zecca	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-1/6-51	2003	
C3F8	rowB201213554	Electron Impact Total Scattering	ETS	R	C3F8	0		C3F8		e + C3F8	eV	1E-16 cm^2	2012000709	Loucas G. Christophorou  James K. Olthoff	Fundamental Electron Interactions with Plasma Processing Gases	BK		1/-	2004	
C3F8	rowB201216604	Electron Impact Total Scattering	ETS	R	C3F8	0		C3F8		e + C3F8	eV	1E-16 cm^2	2011000297	L. G. Christophorou and J. K. Olthoff	Electron Interactions With C3F8	J. Phys. Chem. Ref. Data	27	889/913	1998	10.1063/1.556024
C3F8	rowB201101087	Electron Impact Elastic Scattering	EEL	R	C3F8	0		C3F8		e + C3F8	eV	1E-16 cm^2	2011000252	Loucas G. Christophorou  James K. Olthoff	Fundamental Electron Interactions with Plasma Processing Gases	Kluwer Academic		-/-	2004	
C3F8	rowB201101088	Electron Impact Elastic Scattering	EEL	R	C3F8	0		C3F8		e + C3F8	eV	1E-16 cm^2	2011000256	S. J. Buckman  M. Brunger  M. T. Elford	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-52/6-84	2003	
C3F8	rowB201213110	Electron Impact Elastic Scattering	EEL	R	C3F8	0		C3F8		e + C3F8	eV	1E-16 cm^2	2011000256	S. J. Buckman  M. Brunger  M. T. Elford	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-52/6-84	2003	
C3F8	rowB201213555	Electron Impact Elastic Scattering	EEL	R	C3F8	0		C3F8		e + C3F8	eV	1E-16 cm^2	2012000709	Loucas G. Christophorou  James K. Olthoff	Fundamental Electron Interactions with Plasma Processing Gases	BK		1/-	2004	
C3F8	rowB201215894	Electron Impact Elastic Scattering	EEL	R	C3F8	0		C3F8		e + C3F8	eV	1E-16 cm^2	2012000954	M. Hoshino  H. Kato  C. Makochekanwa  S.J. Buckman  M. J. Brunger  H. Cho  M. Kimura  D. Kato  I. Murakami  T. Kato  H. Tanaka	Elastic Differential Cross Sections for Electron Collisions with Polyatomic Molecules	Natl. Inst. Fusion. Sci	101	1/-	2008	
C3F8	rowB201216606	Electron Impact Elastic Scattering	EEL	R	C3F8	0		C3F8		e + C3F8	eV	1E-16 cm^2	2011000297	L. G. Christophorou and J. K. Olthoff	Electron Interactions With C3F8	J. Phys. Chem. Ref. Data	27	889/913	1998	10.1063/1.556024
C3F8	rowB201101091	Electron Impact Momentum Transfer  Scattering	EMT	R	C3F8	0		C3F8		e + C3F8	eV	1E-16 cm^2	2011000252	Loucas G. Christophorou  James K. Olthoff	Fundamental Electron Interactions with Plasma Processing Gases	Kluwer Academic		-/-	2004	
C3F8	rowB201101092	Electron Impact Momentum Transfer  Scattering	EMT	R	C3F8	0		C3F8		e + C3F8	eV	1E-16 cm^2	2011000257	M. T. Elford  S. J. Buckman  M. Brunger	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-85/6-117	2003	
C3F8	rowB201213140	Electron Impact Momentum Transfer  Scattering	EMT	R	C3F8	0		C3F8		e + C3F8	eV	1E-16 cm^2	2011000257	M. T. Elford  S. J. Buckman  M. Brunger	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	6-85/6-117	2003	
C3F8	rowB201213556	Electron Impact Momentum Transfer  Scattering	EMT	R	C3F8	0		C3F8		e + C3F8	eV	1E-16 cm^2	2012000709	Loucas G. Christophorou  James K. Olthoff	Fundamental Electron Interactions with Plasma Processing Gases	BK		1/-	2004	
C3F8	rowB201215895	Electron Impact Momentum Transfer  Scattering	EMT	R	C3F8	0		C3F8		e + C3F8	eV	1E-16 cm^2	2012000954	M. Hoshino  H. Kato  C. Makochekanwa  S.J. Buckman  M. J. Brunger  H. Cho  M. Kimura  D. Kato  I. Murakami  T. Kato  H. Tanaka	Elastic Differential Cross Sections for Electron Collisions with Polyatomic Molecules	Natl. Inst. Fusion. Sci	101	1/-	2008	
C3F8	rowB201216605	Electron Impact Momentum Transfer  Scattering	EMT	R	C3F8	0		C3F8		e + C3F8	eV	1E-16 cm^2	2011000297	L. G. Christophorou and J. K. Olthoff	Electron Interactions With C3F8	J. Phys. Chem. Ref. Data	27	889/913	1998	10.1063/1.556024
C3F8	rowB201101100	Electron Impact Total Ionization	ETI	R	C3F8	0		C3F8		e + C3F8	eV	1E-16 cm^2	2011000297	L. G. Christophorou and J. K. Olthoff	Electron Interactions With C3F8	J. Phys. Chem. Ref. Data	27	889/913	1998	10.1063/1.556024
C3F8	rowB201101101	Electron Impact Total Ionization	ETI	R	C3F8	0		C3F8		e + C3F8	eV	1E-16 cm^2	2011000252	Loucas G. Christophorou  James K. Olthoff	Fundamental Electron Interactions with Plasma Processing Gases	Kluwer Academic		-/-	2004	
C3F8	rowB201101102	Electron Impact Total Ionization	ETI	R	C3F8	0		C3F8		e + C3F8	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C3F8	rowB201212643	Electron Impact Total Ionization	ETI	R	C3F8	0		C3F8		e + C3F8	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C3F8	rowB201213567	Electron Impact Total Ionization	ETI	R	C3F8	0		C3F8		e + C3F8	eV	1E-16 cm^2	2012000709	Loucas G. Christophorou  James K. Olthoff	Fundamental Electron Interactions with Plasma Processing Gases	BK		1/-	2004	
C3F8	rowB201101105	Electron Impact Partial Ionization	EIN	R	C3F8	0		C3F8	C3F7+	e + C3F8 -> C3F7+	eV	1E-16 cm^2	2011000252	Loucas G. Christophorou  James K. Olthoff	Fundamental Electron Interactions with Plasma Processing Gases	Kluwer Academic		-/-	2004	
C3F8	rowB201101106	Electron Impact Partial Ionization	EIN	R	C3F8	0		C3F8	C3F7+	e + C3F8 -> C3F7+	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C3F8	rowB201101109	Electron Impact Partial Ionization	EIN	R	C3F8	0		C3F8	C3F5+	e + C3F8 -> C3F5+	eV	1E-16 cm^2	2011000252	Loucas G. Christophorou  James K. Olthoff	Fundamental Electron Interactions with Plasma Processing Gases	Kluwer Academic		-/-	2004	
C3F8	rowB201101110	Electron Impact Partial Ionization	EIN	R	C3F8	0		C3F8	C3F5+	e + C3F8 -> C3F5+	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C3F8	rowB201101113	Electron Impact Partial Ionization	EIN	R	C3F8	0		C3F8	C2F4+	e + C3F8 -> C2F4+	eV	1E-16 cm^2	2011000252	Loucas G. Christophorou  James K. Olthoff	Fundamental Electron Interactions with Plasma Processing Gases	Kluwer Academic		-/-	2004	
C3F8	rowB201101114	Electron Impact Partial Ionization	EIN	R	C3F8	0		C3F8	C2F4+	e + C3F8 -> C2F4+	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C3F8	rowB201101117	Electron Impact Partial Ionization	EIN	R	C3F8	0		C3F8	CF3+	e + C3F8 -> CF3+	eV	1E-16 cm^2	2011000252	Loucas G. Christophorou  James K. Olthoff	Fundamental Electron Interactions with Plasma Processing Gases	Kluwer Academic		-/-	2004	
C3F8	rowB201101118	Electron Impact Partial Ionization	EIN	R	C3F8	0		C3F8	CF3+	e + C3F8 -> CF3+	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C3F8	rowB201101121	Electron Impact Partial Ionization	EIN	R	C3F8	0		C3F8	CF2+	e + C3F8 -> CF2+	eV	1E-16 cm^2	2011000252	Loucas G. Christophorou  James K. Olthoff	Fundamental Electron Interactions with Plasma Processing Gases	Kluwer Academic		-/-	2004	
C3F8	rowB201101122	Electron Impact Partial Ionization	EIN	R	C3F8	0		C3F8	CF2+	e + C3F8 -> CF2+	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C3F8	rowB201101125	Electron Impact Partial Ionization	EIN	R	C3F8	0		C3F8	 CF+	e + C3F8 -> CF+	eV	1E-16 cm^2	2011000252	Loucas G. Christophorou  James K. Olthoff	Fundamental Electron Interactions with Plasma Processing Gases	Kluwer Academic		-/-	2004	
C3F8	rowB201101126	Electron Impact Partial Ionization	EIN	R	C3F8	0		C3F8	 CF+	e + C3F8 -> CF+	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C3F8	rowB201212770	Electron Impact Partial Ionization	EIN	R	C3F8	0		C3F8	C3F7+ + F + e(2)	e + C3F8 -> C3F7+ + F + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C3F8	rowB201212771	Electron Impact Partial Ionization	EIN	R	C3F8	0		C3F8	C3F5+ + F2 + F + e(2)	e + C3F8 -> C3F5+ + F2 + F + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C3F8	rowB201212772	Electron Impact Partial Ionization	EIN	R	C3F8	0		C3F8	C3F4+ + 2F2 + e(2)	e + C3F8 -> C3F4+ + 2F2 + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C3F8	rowB201212773	Electron Impact Partial Ionization	EIN	R	C3F8	0		C3F8	CF3+ + C2F5 + e(2)	e + C3F8 -> CF3+ + C2F5 + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C3F8	rowB201212774	Electron Impact Partial Ionization	EIN	R	C3F8	0		C3F8	CF2+ + C2F6 + e(2)	e + C3F8 -> CF2+ + C2F6 + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C3F8	rowB201212775	Electron Impact Partial Ionization	EIN	R	C3F8	0		C3F8	CF+ + C2F7 + e(2)	e + C3F8 -> CF+ + C2F7 + e(2)	eV	1E-16 cm^2	2011000253	B.G. Lindsay  M.A. Mangan	Photon and Electron Interactions with Atoms, Molecules and Ions	Landolt-Bornstein	17C	5-1/5-77	2003	
C3F8	rowB201213557	Electron Impact Partial Ionization	EIN	R	C3F8	0		C3F8	CF + C2F7 + e(2)	e + C3F8 -> CF + C2F7 + e(2)	eV	1E-16 cm^2	2012000709	Loucas G. Christophorou  James K. Olthoff	Fundamental Electron Interactions with Plasma Processing Gases	BK		1/-	2004	
C3F8	rowB201213558	Electron Impact Partial Ionization	EIN	R	C3F8	0		C3F8	CF2 + C2F6 + e(2)	e + C3F8 -> CF2 + C2F6 + e(2)	eV	1E-16 cm^2	2012000709	Loucas G. Christophorou  James K. Olthoff	Fundamental Electron Interactions with Plasma Processing Gases	BK		1/-	2004	
