specie,record_number,process,QDB_process,type,element,ionic_state,initial_state_conf,initial_state,final_state,reaction_formula,x_unit,y_unit,reference_number,author,title_of_record,journal_name,volume_and_issue_No,page_number,date_of_publication
O2,11651,total scattering,ETS, E,O2,0,,O2 +0 ( ),,O2 + e --> (total scattering), eV,cm2,RN 2002E205, Brunger  M.J. Buckman  S.J., Electron-molevule scattering cross-sections. I. Experimental techniquesand date for diatomic molecules, Physics Reports,357,215-458,2002
O2,11652,total scattering,ETS, E,O2,0,,O2 +0 ( ),,O2 + e --> (total scattering), eV,cm2,RN 2002E205, Brunger  M.J. Buckman  S.J., Electron-molevule scattering cross-sections. I. Experimental techniquesand date for diatomic molecules, Physics Reports,357,215-458,2002
O2,11653,total scattering,ETS, V,O2,0,,O2 +0 ( ),,O2 + e --> (total scattering), eV,cm2,RN 2002E205, Brunger  M.J. Buckman  S.J., Electron-molevule scattering cross-sections. I. Experimental techniquesand date for diatomic molecules, Physics Reports,357,215-458,2002
O2,11692,total scattering,ETS, V,O2,0,,O2 +0 ( ),,O2 + e --> (total scattering), eV,cm2,RN 1989V201, Itikawa. Y. Ichimura  A. Onda  K. Sakimoto  K. Takayanagi  K. Hatano  Y. Hayashi  M. Nishimura  H. Tsubuchi  S., Cross sections for collisions of electrons and protons with oxygen molecules, J. Phys. Chem. Ref. Data,18,23-42,1989
O2,11716,total scattering,ETS, V,O2,0,,O2 +0 ( ),O2,O2 + e --> (total scattering), eV,cm2,RN 1981V201, Hayashi  M., Recomended values of transport cross sections for elastic collision and total collision cross section for electrons in atomic and molecular gases, IPPJ-AM,19,,1981
O2,11725,total scattering,ETS, V,O2,0,,O2 +0 ( ),O2,O2 + e --> (total scattering), eV,cm2,RN 1993V201, Kanik  I. Trajmar  S. Nickel  J.C.,"Total electron scattering and electronic state excitations cross sections for O2, CO, and CH4", J. Geophys. Res.,98,7447-7460,1993
O2,11730,total scattering,ETS, E,O2,0,,O2 +0 ( ),O2,O2 + e --> (total scattering), eV,cm2,RN 1983E202, Trajmar  S. Register  D.F. Chutjian  A., Electron scattering by molecules II. Experimental method and data, Physics Reports,97,219-356,1983
O2,11731,total scattering,ETS, E,O2,0,,O2 +0 ( ),O2,O2 + e --> (total scattering), eV,cm2,RN 1983E202, Trajmar  S. Register  D.F. Chutjian  A., Electron scattering by molecules II. Experimental method and data, Physics Reports,97,219-356,1983
O2,11732,total scattering,ETS, E,O2,0,,O2 +0 ( ),O2,O2 + e --> (total scattering), eV,cm2,RN 1983E202, Trajmar  S. Register  D.F. Chutjian  A., Electron scattering by molecules II. Experimental method and data, Physics Reports,97,219-356,1983
O2,11871,total scattering,ETS, V,O2,0,,O2 +0 ( ),,O2 + e --> (total scattering), eV,cm2,RN 2009V201, Itikawa  Y., Cross Sections for Electron Collisions with Oxygen Molecules, J. Phys. Chem. Ref. Data,38,0047-2689,2009
O2,91871,total scattering,ETS, V,O2,0,,O2 +0 ( ),,O2 + e --> (total scattering), eV,cm2,RN 2009V201, Itikawa  Y., Cross Sections for Electron Collisions with Oxygen Molecules, J. Phys. Chem. Ref. Data,38,0047-2689,2009
O2,10569,total single ionization,EIN, E,O2,0,,O2 +0 ( ),,O2 + e --> (total single ionization), eV,cm2,RN 1998E202, Tian  C. Vidal  C.R.,Electron impact ionization of N2 and O2: contributions from different dissociation channels of multiply ionized molecules, J. Phys. B,31,5369-5381,1998
O2,11718,excitation,ECX, E,O2,0,,O2 +0 ( ),,O2 + e --> (W=9.7-12.1eV), eV,cm2,RN 1978E202, Wakiya  K.,Differential and integral cross sections for the electron impact excitation of O2. I. Optically allowed transtions from the ground state, J. Phys. B,11,3913-3930,1978
O2,11874,vibrational transition,, V,O2,0,v=0,O2 +0 ( v=0 ),O2(v'=1),O2(v=0) + e --> O2(v'=1), eV,cm2,RN 2009V201, Itikawa  Y., Cross Sections for Electron Collisions with Oxygen Molecules, J. Phys. Chem. Ref. Data,38,0047-2689,2009
O2,11875,vibrational transition,, V,O2,0,v=0,O2 +0 ( v=0 ),O2(v'=2),O2(v=0) + e --> O2(v'=2), eV,cm2,RN 2009V201, Itikawa  Y., Cross Sections for Electron Collisions with Oxygen Molecules, J. Phys. Chem. Ref. Data,38,0047-2689,2009
O2,11876,vibrational transition,, V,O2,0,v=0,O2 +0 ( v=0 ),O2(v'=3),O2(v=0) + e --> O2(v'=3), eV,cm2,RN 2009V201, Itikawa  Y., Cross Sections for Electron Collisions with Oxygen Molecules, J. Phys. Chem. Ref. Data,38,0047-2689,2009
O2,11680,excitation,ECX, V,O2,0,X^3`Sigma\g`^-`,O2 +0 ( X3Σg- ),O2(A3Σu++C3Δu+c1Σu-),O2(X3Σg-) + e --> (A3Σu++C3Δu+c1Σu-), eV,cm2,RN 1997V201, Majeed  T. Strickland  D.J., New survey of electron impact cross sections for photoelectron and auroral electron energy loss calculations, J. Phys. Chem. Ref. Data,26,335,1997
O2,11711,dissociation,EDS, E,O2,0,X^3`Sigma\g`^+`,O2 +0 ( X3Σg+ ),,O2(X3Σg+) + e --> (dissociation), eV,cm2,RN 1996E201, Zecca  A. Karwasz  G.P. Brusa  R.S., One century of experiments on electron-atom and molecule scattering: a critical review of integral cross-sections. I. Atoms and diatomic molecules, Riv. Nuovo Cimento,19,1-146,1996
O2,11683,excitation,ECX, V,O2,0,X^3`Sigma\g`^-`,O2 +0 ( X3Σg- ),,O2(X3Σg-) + e --> (longest band), eV,cm2,RN 1997V201, Majeed  T. Strickland  D.J., New survey of electron impact cross sections for photoelectron and auroral electron energy loss calculations, J. Phys. Chem. Ref. Data,26,335,1997
O2,11690,ionization,EIN, T,O2,0,X^3`Sigma\g`^-`,O2 +0 ( X3Σg- ),O2+,O2(X3Σg-) + e --> O2+, eV,cm2,RN 1992E203, Krishnakumar  E. Srivastava  S.K.,Cross-section for electron impact ionization of O2, Int. J. Mass Spectrom. Ion Processes,113,1-12,1992
O2,11681,excitation,ECX, V,O2,0,X^3`Sigma\g`^-`,O2 +0 ( X3Σg- ),O2(a1Δu),O2(X3Σg-) + e --> O2(a1Δu), eV,cm2,RN 1997V201, Majeed  T. Strickland  D.J., New survey of electron impact cross sections for photoelectron and auroral electron energy loss calculations, J. Phys. Chem. Ref. Data,26,335,1997
O2,11682,excitation,ECX, V,O2,0,X^3`Sigma\g`^-`,O2 +0 ( X3Σg- ),O2(b1Σg+),O2(X3Σg-) + e --> O2(b1Σg+), eV,cm2,RN 1997V201, Majeed  T. Strickland  D.J., New survey of electron impact cross sections for photoelectron and auroral electron energy loss calculations, J. Phys. Chem. Ref. Data,26,335,1997
O2,11687,excitation,ECX, V,O2,0,X^3`Sigma\g`^-`,O2 +0 ( X3Σg- ),O2(B3Σu),O2(X3Σg-) + e --> O2(B3Σu), eV,cm2,RN 1997V201, Majeed  T. Strickland  D.J., New survey of electron impact cross sections for photoelectron and auroral electron energy loss calculations, J. Phys. Chem. Ref. Data,26,335,1997
O2,11706,ionzation emission cross section,, E,O2,0,X^3`Sigma\g`^-`,O2 +0 ( X3Σg- ),O2+(b4Σg- -> a4Πu),O2(X3Σg-) + e --> O2+(b4Σg- -> a4Πu), eV,cm2,RN 1989V201, Itikawa. Y. Ichimura  A. Onda  K. Sakimoto  K. Takayanagi  K. Hatano  Y. Hayashi  M. Nishimura  H. Tsubuchi  S., Cross sections for collisions of electrons and protons with oxygen molecules, J. Phys. Chem. Ref. Data,18,23-42,1989
O2,11685,excitation,ECX, V,O2,0,X^3`Sigma\g`^-`,O2 +0 ( X3Σg- ),O2(I3Πg),O2(X3Σg-) + e --> O2(I3Πg), eV,cm2,RN 1997V201, Majeed  T. Strickland  D.J., New survey of electron impact cross sections for photoelectron and auroral electron energy loss calculations, J. Phys. Chem. Ref. Data,26,335,1997
O2,11707,ionzation emission cross section,, E,O2,0,X^3`Sigma\g`^-`,O2 +0 ( X3Σg- ),O+(2s2p4 4P -> 2s22p3 4S),O2(X3Σg-) + e --> O+(2s2p4 4P -> 2s22p3 4S), eV,cm2,RN 1989V201, Itikawa. Y. Ichimura  A. Onda  K. Sakimoto  K. Takayanagi  K. Hatano  Y. Hayashi  M. Nishimura  H. Tsubuchi  S., Cross sections for collisions of electrons and protons with oxygen molecules, J. Phys. Chem. Ref. Data,18,23-42,1989
O2,11708,ionzation emission cross section,, E,O2,0,X^3`Sigma\g`^-`,O2 +0 ( X3Σg- ),O+(2s2p4 4P -> 2s22p3 4S),O2(X3Σg-) + e --> O+(2s2p4 4P -> 2s22p3 4S), eV,cm2,RN 1989V201, Itikawa. Y. Ichimura  A. Onda  K. Sakimoto  K. Takayanagi  K. Hatano  Y. Hayashi  M. Nishimura  H. Tsubuchi  S., Cross sections for collisions of electrons and protons with oxygen molecules, J. Phys. Chem. Ref. Data,18,23-42,1989
O2,11709,elastic scattering,EEL, E,O2,0,X^3`Sigma\g`^+`,O2 +0 ( X3Σg+ ),O2(X3Σg-),O2(X3Σg+) + e --> O2(X3Σg-), eV,cm2,RN 1996E201, Zecca  A. Karwasz  G.P. Brusa  R.S., One century of experiments on electron-atom and molecule scattering: a critical review of integral cross-sections. I. Atoms and diatomic molecules, Riv. Nuovo Cimento,19,1-146,1996
O2,11710,elastic scattering,EEL, E,O2,0,X^3`Sigma\g`^+`,O2 +0 ( X3Σg+ ),O2(X3Σg-),O2(X3Σg+) + e --> O2(X3Σg-), eV,cm2,RN 1996E201, Zecca  A. Karwasz  G.P. Brusa  R.S., One century of experiments on electron-atom and molecule scattering: a critical review of integral cross-sections. I. Atoms and diatomic molecules, Riv. Nuovo Cimento,19,1-146,1996
O2,11689,ionization,EIN, T,O2,0,X^3`Sigma\g`^-`,O2 +0 ( X3Σg- ),O++O22+,O2(X3Σg-) + e --> O++O22+, eV,cm2,RN 1992E203, Krishnakumar  E. Srivastava  S.K.,Cross-section for electron impact ionization of O2, Int. J. Mass Spectrom. Ion Processes,113,1-12,1992
O2,11678,excitation,ECX, V,O2,0,X^3`Sigma\g`^-`,O2 +0 ( X3Σg- ),,O2(X3Σg-) + e --> (rydberg), eV,cm2,RN 1997V201, Majeed  T. Strickland  D.J., New survey of electron impact cross sections for photoelectron and auroral electron energy loss calculations, J. Phys. Chem. Ref. Data,26,335,1997
O2,11684,excitation,ECX, V,O2,0,X^3`Sigma\g`^-`,O2 +0 ( X3Σg- ),,O2(X3Σg-) + e --> (second band), eV,cm2,RN 1997V201, Majeed  T. Strickland  D.J., New survey of electron impact cross sections for photoelectron and auroral electron energy loss calculations, J. Phys. Chem. Ref. Data,26,335,1997
O2,11679,ionization,EIN, V,O2,0,X^3`Sigma\g`^-`,O2 +0 ( X3Σg- ),,O2(X3Σg-) + e --> (total ionization), eV,cm2,RN 1997V201, Majeed  T. Strickland  D.J., New survey of electron impact cross sections for photoelectron and auroral electron energy loss calculations, J. Phys. Chem. Ref. Data,26,335,1997
O2,11691,ionization,EIN, T,O2,0,X^3`Sigma\g`^-`,O2 +0 ( X3Σg- ),,O2(X3Σg-) + e --> (total ionization), eV,cm2,RN 1992E203, Krishnakumar  E. Srivastava  S.K.,Cross-section for electron impact ionization of O2, Int. J. Mass Spectrom. Ion Processes,113,1-12,1992
O2,11712,total scattering,ETS, E,O2,0,X^3`Sigma\g`^+`,O2 +0 ( X3Σg+ ),,O2(X3Σg+) + e --> (total scattering), eV,cm2,RN 1996E201, Zecca  A. Karwasz  G.P. Brusa  R.S., One century of experiments on electron-atom and molecule scattering: a critical review of integral cross-sections. I. Atoms and diatomic molecules, Riv. Nuovo Cimento,19,1-146,1996
O2,11713,,, E,O2,0,X^3`Sigma\g`^+`,O2 +0 ( X3Σg+ ),,O2(X3Σg+) + e --> (total scattering), eV,cm2,RN 1996E201, Zecca  A. Karwasz  G.P. Brusa  R.S., One century of experiments on electron-atom and molecule scattering: a critical review of integral cross-sections. I. Atoms and diatomic molecules, Riv. Nuovo Cimento,19,1-146,1996
O2,11686,excitation,ECX, V,O2,0,X^3`Sigma\g`^-`,O2 +0 ( X3Σg- ),,O2(X3Σg-) + e --> (W=8.9eV), eV,cm2,RN 1997V201, Majeed  T. Strickland  D.J., New survey of electron impact cross sections for photoelectron and auroral electron energy loss calculations, J. Phys. Chem. Ref. Data,26,335,1997
O2,11677,vibrational excitation,EVX, V,O2,0,X^3`Sigma\g`^-`,O2 +0 ( X3Σg- ),O(X3Σg-),O2(X3Σg-) + e --> X3Σg-(v'), eV,cm2,RN 1997V201, Majeed  T. Strickland  D.J., New survey of electron impact cross sections for photoelectron and auroral electron energy loss calculations, J. Phys. Chem. Ref. Data,26,335,1997
O2,11695,vibrational excitation,EVX, E,O2,0,X^3`Sigma\g`^-`(v=0),O2 +0 ( X3Σg-(v=0) ),O2(X3Σg-(v=1-12)),O2(X3Σg-(v=0)) + e --> O2(X3Σg-(v=1-12)), eV,cm2,RN 1989V201, Itikawa. Y. Ichimura  A. Onda  K. Sakimoto  K. Takayanagi  K. Hatano  Y. Hayashi  M. Nishimura  H. Tsubuchi  S., Cross sections for collisions of electrons and protons with oxygen molecules, J. Phys. Chem. Ref. Data,18,23-42,1989
O2,11660,excitation  rovibrational excitation,ECX, E,O2,0,"X ^3`Sigma, v=0","O2 +0 ( X 3Σ, v=0 )","X 3Σ, v=1","O2(X 3Σ, v=0) + e --> X 3Σ, v=1", eV,cm2,RN 2002E205, Brunger  M.J. Buckman  S.J., Electron-molevule scattering cross-sections. I. Experimental techniquesand date for diatomic molecules, Physics Reports,357,215-458,2002
O2,11664,excitation  rovibrational excitation,ECX, E,O2,0,"X ^3`Sigma, v=0","O2 +0 ( X 3Σ, v=0 )","X 3Σ, v=1","O2(X 3Σ, v=0) + e --> X 3Σ, v=1", eV,cm2,RN 2002E205, Brunger  M.J. Buckman  S.J., Electron-molevule scattering cross-sections. I. Experimental techniquesand date for diatomic molecules, Physics Reports,357,215-458,2002
O2,11661,excitation  rovibrational excitation,ECX, E,O2,0,"X ^3`Sigma, v=0","O2 +0 ( X 3Σ, v=0 )","X 3Σ, v=2","O2(X 3Σ, v=0) + e --> X 3Σ, v=2", eV,cm2,RN 2002E205, Brunger  M.J. Buckman  S.J., Electron-molevule scattering cross-sections. I. Experimental techniquesand date for diatomic molecules, Physics Reports,357,215-458,2002
O2,11665,excitation  rovibrational excitation,ECX, E,O2,0,"X ^3`Sigma, v=0","O2 +0 ( X 3Σ, v=0 )","X 3Σ, v=2","O2(X 3Σ, v=0) + e --> X 3Σ, v=2", eV,cm2,RN 2002E205, Brunger  M.J. Buckman  S.J., Electron-molevule scattering cross-sections. I. Experimental techniquesand date for diatomic molecules, Physics Reports,357,215-458,2002
O2,11662,excitation  rovibrational excitation,ECX, E,O2,0,"X ^3`Sigma, v=0","O2 +0 ( X 3Σ, v=0 )","X 3Σ, v=3","O2(X 3Σ, v=0) + e --> X 3Σ, v=3", eV,cm2,RN 2002E205, Brunger  M.J. Buckman  S.J., Electron-molevule scattering cross-sections. I. Experimental techniquesand date for diatomic molecules, Physics Reports,357,215-458,2002
O2,11666,excitation  rovibrational excitation,ECX, E,O2,0,"X ^3`Sigma, v=0","O2 +0 ( X 3Σ, v=0 )","X 3Σ, v=3","O2(X 3Σ, v=0) + e --> X 3Σ, v=3", eV,cm2,RN 2002E205, Brunger  M.J. Buckman  S.J., Electron-molevule scattering cross-sections. I. Experimental techniquesand date for diatomic molecules, Physics Reports,357,215-458,2002
O2,11663,excitation  rovibrational excitation,ECX, E,O2,0,"X ^3`Sigma, v=0","O2 +0 ( X 3Σ, v=0 )","X 3Σ, v=4","O2(X 3Σ, v=0) + e --> X 3Σ, v=4", eV,cm2,RN 2002E205, Brunger  M.J. Buckman  S.J., Electron-molevule scattering cross-sections. I. Experimental techniquesand date for diatomic molecules, Physics Reports,357,215-458,2002
O2,11667,excitation  rovibrational excitation,ECX, E,O2,0,"X ^3`Sigma, v=0","O2 +0 ( X 3Σ, v=0 )","X 3Σ, v=4","O2(X 3Σ, v=0) + e --> X 3Σ, v=4", eV,cm2,RN 2002E205, Brunger  M.J. Buckman  S.J., Electron-molevule scattering cross-sections. I. Experimental techniquesand date for diatomic molecules, Physics Reports,357,215-458,2002
H2S,11235,ionization,EIN, T,H2S,0,,H2S +0 ( ),H2S+,H2S + e --> H2S+, eV,cm2,RN 1997T202, Kim  Y.-K. Hwang  W. Weinberger  N.M. Ali  M.A. Rudd  M.E., electron-impact ionization cross sections of atmospheric molecules, J. Chem. Phys.,106,1026,1997
H2S,10974,dissociation emission cross section,EDS, E,H2S,0,,H2S +0 ( ),H(n=3 H-α),H2S + e --> H(n=3 H-α), eV,cm2,RN 1979E201, Mohlmann  G.R. De Heer  F.J.,Production of Balmer radiation by electron impact (0-2000 eV) on small hydrogen containing molecules, Chem. Phys.,40,157-162,1979
C2H5,10226,ionization dissociative ionization dissociation,EDS, V,C2H5,0,,C2H5 +0 ( ),C2H++2H\2+2e,C2H5 + e --> C2H++2H\2+2e, eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
C2H5,10225,ionization dissociative ionization dissociation,EDS, V,C2H5,0,,C2H5 +0 ( ),C2H2++H2+H+2e,C2H5 + e --> C2H2++H2+H+2e, eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
C2H5,10224,ionization dissociative ionization dissociation,EDS, V,C2H5,0,,C2H5 +0 ( ),C2H3++H2+2e,C2H5 + e --> C2H3++H2+2e, eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
C2H5,10223,ionization dissociative ionization dissociation,EDS, V,C2H5,0,,C2H5 +0 ( ),C2H4++H+2e,C2H5 + e --> C2H4++H+2e, eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
C2H5,10222,ionization,EIN, T,C2H5,0,,C2H5 +0 ( ),C2H5++2e,C2H5 + e --> C2H5++2e, eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
C2H5,10230,ionization dissociative ionization dissociation,EDS, V,C2H5,0,,C2H5 +0 ( ),C++(CH4+H)/(CH3+H2)+2e,C2H5 + e --> C++(CH4+H)/(CH3+H2)+2e, eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
C2H5,10228,ionization dissociative ionization dissociation,EDS, V,C2H5,0,,C2H5 +0 ( ),CH2++CH3+2e,C2H5 + e --> CH2++CH3+2e, eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
C2H5,10227,ionization dissociative ionization dissociation,EDS, V,C2H5,0,,C2H5 +0 ( ),CH3+CH2+2e,C2H5 + e --> CH3+CH2+2e, eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
C2H5,10229,ionization dissociative ionization dissociation,EDS, V,C2H5,0,,C2H5 +0 ( ),CH++CH4+2e,C2H5 + e --> CH++CH4+2e, eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
C2H5,10221,ionization dissociative ionization dissociation,EDS, V,C2H5,0,,C2H5 +0 ( ),,C2H5 + e --> (total ionization), eV,cm2,RN 2001T201, Janev  R.K. Wang  J.G. Murakami  I. Kato  T., Cross Sections and Rate Coefficients for Electron-Impact Ionization of Hydrocarbon Molecules, NIFS-DATA,68,,2001
CF4,11242,ionization,EIN, T,CF4,0,,CF4 +0 ( ),CF4+,CF4 + e --> CF4+, eV,cm2,RN 1999T201, Nishimura  H. Huo  W.M. Ali  M.A. Kim  Y.-K.,"Electron-impact total ionization cross sections of CF4,C2F6,and C3F8", J. Chem. Phys.,110,3811,1999
CF4,13297,total scattering,ETS, E,CF4,0,,CF4 +0 ( ),,CF4 + e --> (total scattering), eV,cm2,RN 1986E204, Jones   Robert K.,"Absolute total cross sections for the scattering of low energy electrons by CCl4, CCl3F, CCl2F2, CClF3, and CF4", J. Chem. Phys.,84,813,1986
CF4,13299,total scattering,ETS, E,CF4,0,,CF4 +0 ( ),,CF4 + e --> (total scattering), eV,cm2,RN 1992E204, Szmy-tkowski  C. Krzysztofowicz  A.M. Janicki  P. Rosenthal  L.,Electron scattering from CF4 and CCL. Total cross section measurements, Chem. Phys. Lett.,199,191-197,1992
SO2,13291,scattering,, T,SO2,0,,SO2 +0 ( ),SO2,SO2 + e --> (scattering), eV,cm2,RN 2012T204, Vinodkumar  M. Limbachiya  C. Barot  A. Mason  N.,Theoretical total cross sections for e-SO2 scattering over a wide energy range (0.1-2000 eV) revealing a 3.4-eV shape resonance, Phys. Rev. A,86,12706,2012
SO2,13292,scattering,, T,SO2,0,,SO2 +0 ( ),SO2,SO2 + e --> (scattering), eV,cm2,RN 2012T204, Vinodkumar  M. Limbachiya  C. Barot  A. Mason  N.,Theoretical total cross sections for e-SO2 scattering over a wide energy range (0.1-2000 eV) revealing a 3.4-eV shape resonance, Phys. Rev. A,86,12706,2012
SO2,11241,ionization,EIN, T,SO2,0,,SO2 +0 ( ),SO2+,SO2 + e --> SO2+, eV,cm2,RN 1997T202, Kim  Y.-K. Hwang  W. Weinberger  N.M. Ali  M.A. Rudd  M.E., electron-impact ionization cross sections of atmospheric molecules, J. Chem. Phys.,106,1026,1997
BCl3,11202,dissociation emission cross section,EDS, E,BCl3,0,,BCl3 +0 ( ),B(2s23s 2S -> 2s22p 2Po at 249.8nm),BCl3 + e --> B(2s23s 2S -> 2s22p 2Po at 249.8nm), eV,cm2,RN 2002V203, Christophorou  L.G. Olthoff  J.K.,Electron Interactions With BCl3, J. Phys. Chem. Ref. Data,31,971-988,2002
BCl3,11203,dissociation emission cross section,EDS, E,BCl3,0,,BCl3 +0 ( ),B(2s23s 2S -> 2s22p 2Po at 249.8nm),BCl3 + e --> B(2s23s 2S -> 2s22p 2Po at 249.8nm), eV,cm2,RN 2002V203, Christophorou  L.G. Olthoff  J.K.,Electron Interactions With BCl3, J. Phys. Chem. Ref. Data,31,971-988,2002
BCl3,11200,dissociation emission cross section,EDS, E,BCl3,0,,BCl3 +0 ( ),B(2s2p2 2D -> 2s22p 2Po at 208.9nm),BCl3 + e --> B(2s2p2 2D -> 2s22p 2Po at 208.9nm), eV,cm2,RN 2002V203, Christophorou  L.G. Olthoff  J.K.,Electron Interactions With BCl3, J. Phys. Chem. Ref. Data,31,971-988,2002
BCl3,11201,dissociation emission cross section,EDS, E,BCl3,0,,BCl3 +0 ( ),B(2s2p2 2D -> 2s22p 2Po at 208.9nm),BCl3 + e --> B(2s2p2 2D -> 2s22p 2Po at 208.9nm), eV,cm2,RN 2002V203, Christophorou  L.G. Olthoff  J.K.,Electron Interactions With BCl3, J. Phys. Chem. Ref. Data,31,971-988,2002
BCl3,11197,ionization,EIN, V,BCl3,0,,BCl3 +0 ( ), BCl+,BCl3 + e --> BCl+, eV,cm2,RN 2002V203, Christophorou  L.G. Olthoff  J.K.,Electron Interactions With BCl3, J. Phys. Chem. Ref. Data,31,971-988,2002
BCl3,11195,ionization,EIN, V,BCl3,0,,BCl3 +0 ( ),BCl2+,BCl3 + e --> BCl2+, eV,cm2,RN 2002V203, Christophorou  L.G. Olthoff  J.K.,Electron Interactions With BCl3, J. Phys. Chem. Ref. Data,31,971-988,2002
BCl3,11196,ionization,EIN, V,BCl3,0,,BCl3 +0 ( ),BCl3+,BCl3 + e --> BCl3+, eV,cm2,RN 2002V203, Christophorou  L.G. Olthoff  J.K.,Electron Interactions With BCl3, J. Phys. Chem. Ref. Data,31,971-988,2002
BCl3,11266,ionization,EIN, T,BCl3,0,,BCl3 +0 ( ),BCl3+,BCl3 + e --> BCl3+, eV,cm2,RN 2000T206, Kim  Y.-K. Irikura  K.K.," Electron-impact ionization cross sections for polyatomic molecules,radicals,and ions", AIP Conf. Proc.,543,220,2000
BCl3,11205,dissociation emission cross section,EDS, E,BCl3,0,,BCl3 +0 ( ),BCl(A 1Π -> X 1Σ+ at 271.5nm),BCl3 + e --> BCl(A 1Π -> X 1Σ+ at 271.5nm), eV,cm2,RN 2002V203, Christophorou  L.G. Olthoff  J.K.,Electron Interactions With BCl3, J. Phys. Chem. Ref. Data,31,971-988,2002
BCl3,11204,dissociation emission cross section,EDS, E,BCl3,0,,BCl3 +0 ( ),BCl(A 1Π -> X 1Σ+ at 272.4nm),BCl3 + e --> BCl(A 1Π -> X 1Σ+ at 272.4nm), eV,cm2,RN 2002V203, Christophorou  L.G. Olthoff  J.K.,Electron Interactions With BCl3, J. Phys. Chem. Ref. Data,31,971-988,2002
BCl3,11198,ionization,EIN, V,BCl3,0,,BCl3 +0 ( ), Cl+,BCl3 + e --> Cl+, eV,cm2,RN 2002V203, Christophorou  L.G. Olthoff  J.K.,Electron Interactions With BCl3, J. Phys. Chem. Ref. Data,31,971-988,2002
BCl3,11199,total ionization,EIN, V,BCl3,0,,BCl3 +0 ( ), (total ionization),BCl3 + e --> (total ionization), eV,cm2,RN 2002V203, Christophorou  L.G. Olthoff  J.K.,Electron Interactions With BCl3, J. Phys. Chem. Ref. Data,31,971-988,2002
C2H6,11605,total scattering,ETS, E,C2H6,0,C\2`H\6`,C2H6 +0 ( C2H6 ),,C2H6(C2H6) + e --> (total scattering), eV,cm2,RN 2002E202, Ariyasinghe  W.M. Powers  D.,"Total electron scattering cross sections of CH4, C2H2, C2H4, and C2H6 in the energy range 200-1400 eV", Phys. Rev. A,66,52716,2002
C2H6,10029,dissociation dissociative ionization,EDS, E,C2H6,0,,C2H6 +0 ( ), C+,C2H6 + e --> C+, eV,cm2,RN 1993E012, Grill  V. Walder  G. Scheier  P. Kurdel  M. Mark  T.D.,Absolute partial and total electron impact ionization cross sections for C2H6 from threshold up to 950 eV, Int. J. Mass Spectrom. Ion Processes,129,31,1993
C2H6,10069,dissociative ionization,EDI, E,C2H6,0,,C2H6 +0 ( ), C+,C2H6 + e --> C+, eV,cm2,RN 1984E014, Chatham  H. Hils  D. Robertson  R. Gallagher  A.,"Total and partial electron collisional ionization cross sections for CH4, C2H6, SiH4, and Si2H6", J. Chem. Phys.,81,1770,1984
C2H6,10381,dissociative ionization dissociation,EDS, V,C2H6,0,,C2H6 +0 ( ), C+,C2H6 + e --> C+, eV,cm2,RN 2002V202, Shirai  T. Tabata  T. Hiroyuki  T. Itikawa  Y.,"ANALYTIC CROSS SECTIONS FOR ELECTRON COLLISIONS WITH HYDROCARBONS: CH4, C2H6, C2H4, C2H2, C3H8, AND C3H6", Atomic Data and Nuclear Tables,80,147-204,2002
C2H6,10028,dissociation dissociative ionization,EDS, E,C2H6,0,,C2H6 +0 ( ),C2+,C2H6 + e --> C2+, eV,cm2,RN 1993E012, Grill  V. Walder  G. Scheier  P. Kurdel  M. Mark  T.D.,Absolute partial and total electron impact ionization cross sections for C2H6 from threshold up to 950 eV, Int. J. Mass Spectrom. Ion Processes,129,31,1993
